game_id,HomeTeam,AwayTeam,Winner,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,Home_Con,Away_Con,Home_Dif_TZ,Away_Dif_TZ,Home_GS_percentage,Away_GS_percentage
Group1_Game1,ANC,LEX,,2.0326470588235295,0.9470588235294117,17.852941176470587,10.911764705882353,5.323529411764706,4.411764705882353,0.0,0.0,0.20588235294117646,0.08823529411764705,0.523235294117647,,,,,0.08072780962306758,0.10452931245269838
Group1_Game2,DOV,TAC,,1.8838235294117645,0.7644117647058823,16.470588235294116,9.382352941176471,5.6764705882352935,4.794117647058824,0.029411764705882353,0.058823529411764705,0.29411764705882354,0.14705882352941177,0.49911764705882355,,,,,0.11800766283524905,0.13927780414491378
Group1_Game3,TAC,ANC,,1.4852941176470589,1.069705882352941,14.117647058823529,12.676470588235293,5.352941176470589,4.205882352941177,0.08823529411764705,0.058823529411764705,0.20588235294117646,0.14705882352941177,0.52,,,,,0.11734506141472902,0.16753044830266908
Group1_Game4,DOV,LEX,,1.908235294117647,0.9332352941176472,17.441176470588236,10.0,5.1764705882352935,4.735294117647059,0.0,0.058823529411764705,0.20588235294117646,0.08823529411764705,0.5179411764705882,,,,,0.09815067713667919,0.1378167847449861
Group1_Game5,ANC,DOV,,1.709705882352941,0.9647058823529411,15.382352941176471,11.970588235294118,5.5,4.323529411764706,0.029411764705882353,0.029411764705882353,0.23529411764705882,0.11764705882352941,0.5276470588235294,,,,,0.12394857005527518,0.10826259751729551
Group1_Game6,LEX,TAC,,1.755294117647059,0.858529411764706,16.147058823529413,10.823529411764707,6.117647058823529,4.705882352941177,0.029411764705882353,0.029411764705882353,0.29411764705882354,0.14705882352941177,0.5035294117647059,,,,,0.11129032258064517,0.11206691979117228
Group2_Game1,FAR,TOL,,1.822941176470588,0.9464705882352942,15.0,10.647058823529411,6.382352941176471,4.529411764705882,0.0,0.0,0.14705882352941177,0.11764705882352941,0.5444117647058824,,,,,0.12184466766140073,0.12710622710622713
Group2_Game2,SPR,TUC,,1.5008823529411766,0.8270588235294118,14.617647058823529,11.676470588235293,5.294117647058824,4.6764705882352935,0.029411764705882353,0.058823529411764705,0.2647058823529412,0.1764705882352941,0.4947058823529412,,,,,0.15323443579766538,0.12467899332306112
Group2_Game3,TUC,FAR,,1.4964705882352938,1.133529411764706,14.029411764705882,11.647058823529413,5.147058823529411,3.735294117647059,0.029411764705882353,0.029411764705882353,0.38235294117647056,0.08823529411764705,0.5064705882352941,,,,,0.10715667311411992,0.1766551856104095
Group2_Game4,SPR,TOL,,1.4426470588235294,0.9400000000000002,14.676470588235293,11.823529411764707,5.205882352941177,4.5,0.029411764705882353,0.0,0.20588235294117646,0.1764705882352941,0.5029411764705883,,,,,0.13337355212355212,0.12862137862137862
Group2_Game5,FAR,SPR,,1.8917647058823528,0.8941176470588235,14.617647058823529,10.911764705882351,6.323529411764706,4.0588235294117645,0.058823529411764705,0.0,0.29411764705882354,0.08823529411764705,0.5744117647058824,,,,,0.14085932691996242,0.13211169284467716
Group2_Game6,TOL,TUC,,1.6055882352941175,0.9126470588235295,15.411764705882351,11.441176470588236,5.676470588235294,4.735294117647058,0.029411764705882353,0.058823529411764705,0.29411764705882354,0.08823529411764705,0.5341176470588236,,,,,0.13190952943062417,0.11545943929218633
Group3_Game1,SFS,DES,,1.6161764705882349,1.0341176470588236,15.088235294117649,11.176470588235293,5.294117647058823,4.0588235294117645,0.029411764705882353,0.029411764705882353,0.2647058823529412,0.11764705882352941,0.5202941176470588,,,,,0.09386973180076627,0.1447313734726109
Group3_Game2,LRO,WIC,,2.014411764705882,0.9476470588235294,15.352941176470587,10.735294117647058,5.911764705882353,4.5588235294117645,0.08823529411764705,0.029411764705882353,0.2647058823529412,0.11764705882352941,0.5097058823529412,,,,,0.11081736065212602,0.11786014911014911
Group3_Game3,WIC,SFS,,1.4479411764705883,1.191764705882353,14.970588235294118,11.441176470588236,5.294117647058824,3.88235294117647,0.029411764705882353,0.0,0.2647058823529412,0.1764705882352941,0.4982352941176471,,,,,0.09439846837944663,0.15994217199851452
Group3_Game4,LRO,DES,,1.6641176470588235,0.991764705882353,15.176470588235293,10.852941176470589,5.735294117647059,4.294117647058823,0.029411764705882353,0.058823529411764705,0.2647058823529412,0.17647058823529413,0.5302941176470588,,,,,0.087333784088348,0.13219795101271786
Group3_Game5,SFS,LRO,,1.6761764705882352,1.1167647058823529,15.294117647058824,11.058823529411764,4.882352941176471,4.264705882352941,0.029411764705882353,0.0,0.2647058823529412,0.08823529411764705,0.4985294117647059,,,,,0.09286898839137644,0.1621396033160739
